Distribution,Model,Seed,Epoch,Test Log-Likelihood,Tail KL Divergence
Poisson,Negative Binomial,0,1,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,0,2,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,0,3,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,0,4,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,0,5,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,0,6,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,0,7,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,0,8,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,0,9,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,0,10,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,0,11,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,0,12,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,0,13,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,0,14,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,0,15,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,0,16,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,0,17,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,0,18,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,0,19,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,0,20,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,0,21,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,0,22,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,0,23,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,0,24,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,0,25,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,0,26,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,0,27,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,0,28,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,0,29,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,0,30,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,0,31,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,0,32,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,0,33,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,0,34,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,0,35,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,0,36,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,0,37,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,0,38,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,0,39,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,0,40,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,0,41,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,0,42,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,0,43,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,0,44,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,0,45,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,0,46,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,0,47,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,0,48,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,0,49,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,0,50,-1.944874230831742,5.765686122145212e-05
Poisson,NSB (Ours),0,0,-2.7819249629974365,0.016712323274128853
Poisson,NSB (Ours),0,1,-1.9478801488876343,0.007095298034579539
Poisson,NSB (Ours),0,2,-1.9465409517288208,0.00323163131152834
Poisson,NSB (Ours),0,3,-1.9497162103652954,0.005714317093714558
Poisson,NSB (Ours),0,4,-1.9447561502456665,0.001184022049038622
Poisson,NSB (Ours),0,5,-1.9467726945877075,0.0015232124722349824
Poisson,NSB (Ours),0,6,-1.9471971988677979,0.0013656757822465351
Poisson,NSB (Ours),0,7,-1.9455922842025757,0.002829774966696264
Poisson,NSB (Ours),0,8,-1.9483323097229004,0.0003387944417382224
Poisson,NSB (Ours),0,9,-1.944761037826538,0.006193953159862715
Poisson,NSB (Ours),0,10,-1.9495940208435059,0.000677120237908623
Poisson,NSB (Ours),0,11,-1.943243145942688,0.0016092088633838306
Poisson,NSB (Ours),0,12,-1.9510843753814697,0.005695818060679451
Poisson,NSB (Ours),0,13,-1.9549617767333984,0.006765915401252749
Poisson,NSB (Ours),0,14,-1.9466623067855835,0.0029821866779738866
Poisson,NSB (Ours),0,15,-1.9506940841674805,0.0014522688297056727
Poisson,NSB (Ours),0,16,-1.951552391052246,0.0014096200530291196
Poisson,NSB (Ours),0,17,-1.954389214515686,0.0009626060307120347
Poisson,NSB (Ours),0,18,-1.9459106922149658,0.0008857856543201406
Poisson,NSB (Ours),0,19,-1.949411153793335,0.0002978539685698587
Poisson,NSB (Ours),0,20,-1.9558974504470825,0.006189573379118545
Poisson,NSB (Ours),0,21,-1.9446096420288086,0.00031352636044666856
Poisson,NSB (Ours),0,22,-1.9515844583511353,0.003171693483220419
Poisson,NSB (Ours),0,23,-1.9441167116165161,0.0011567785309047765
Poisson,NSB (Ours),0,24,-1.9443342685699463,0.002540985688919713
Poisson,NSB (Ours),0,25,-1.9446169137954712,0.00018110645654923212
Poisson,NSB (Ours),0,26,-1.9449502229690552,0.0022094722861111128
Poisson,NSB (Ours),0,27,-1.945632815361023,0.002768692859582044
Poisson,NSB (Ours),0,28,-1.9428181648254395,0.00048442565377277563
Poisson,NSB (Ours),0,29,-1.9473212957382202,0.002101477084442782
Poisson,NSB (Ours),0,30,-1.9447214603424072,0.003791562345175704
Poisson,NSB (Ours),0,31,-1.9437938928604126,0.004361392056134155
Poisson,NSB (Ours),0,32,-1.948421835899353,0.0019745793269102373
Poisson,NSB (Ours),0,33,-1.9443315267562866,0.005469098348269943
Poisson,NSB (Ours),0,34,-1.9465806484222412,0.00046407323045131836
Poisson,NSB (Ours),0,35,-1.9457950592041016,0.0006199443187302799
Poisson,NSB (Ours),0,36,-1.9441131353378296,0.0003346659519352323
Poisson,NSB (Ours),0,37,-1.9449236392974854,0.0018019878607830183
Poisson,NSB (Ours),0,38,-1.945904016494751,0.0012210039082142443
Poisson,NSB (Ours),0,39,-1.9447381496429443,0.0006211673730625571
Poisson,NSB (Ours),0,40,-1.9440349340438843,0.001318075105468719
Poisson,NSB (Ours),0,41,-1.9466135501861572,0.00044627581953485046
Poisson,NSB (Ours),0,42,-1.9451931715011597,0.0031635411639994327
Poisson,NSB (Ours),0,43,-1.9453800916671753,0.0006221547688440464
Poisson,NSB (Ours),0,44,-1.944400668144226,0.001191717018834958
Poisson,NSB (Ours),0,45,-1.9448705911636353,0.006001443450975863
Poisson,NSB (Ours),0,46,-1.9458976984024048,0.0006704429296177457
Poisson,NSB (Ours),0,47,-1.9533321857452393,0.0012562156153420902
Poisson,NSB (Ours),0,48,-1.9459233283996582,0.009627137622459501
Poisson,NSB (Ours),0,49,-1.950253963470459,0.0018947506991317939
Poisson,NSB (Ours),0,50,-1.945934534072876,0.0004361519036865892
Poisson,Softmax NN (Fair),0,0,-5.079570293426514,3.379055745421809
Poisson,Softmax NN (Fair),0,1,-4.114640712738037,2.4070797832824207
Poisson,Softmax NN (Fair),0,2,-3.2409420013427734,1.499683531022273
Poisson,Softmax NN (Fair),0,3,-2.6089425086975098,0.853495263367309
Poisson,Softmax NN (Fair),0,4,-2.2702722549438477,0.5293940969419726
Poisson,Softmax NN (Fair),0,5,-2.1152710914611816,0.3720003258374657
Poisson,Softmax NN (Fair),0,6,-2.0505051612854004,0.26269622949416943
Poisson,Softmax NN (Fair),0,7,-2.0185635089874268,0.19396365958596534
Poisson,Softmax NN (Fair),0,8,-2.000399351119995,0.14595509531290016
Poisson,Softmax NN (Fair),0,9,-1.9876044988632202,0.11402879202897427
Poisson,Softmax NN (Fair),0,10,-1.979507565498352,0.0945678369675481
Poisson,Softmax NN (Fair),0,11,-1.97398042678833,0.07996457532320306
Poisson,Softmax NN (Fair),0,12,-1.9692965745925903,0.06765021065164858
Poisson,Softmax NN (Fair),0,13,-1.966309905052185,0.058405525939784146
Poisson,Softmax NN (Fair),0,14,-1.9615737199783325,0.0506407865162633
Poisson,Softmax NN (Fair),0,15,-1.9600486755371094,0.04474176462258705
Poisson,Softmax NN (Fair),0,16,-1.9596331119537354,0.040501151852307675
Poisson,Softmax NN (Fair),0,17,-1.956598162651062,0.03570397859918582
Poisson,Softmax NN (Fair),0,18,-1.955716848373413,0.03208875097022139
Poisson,Softmax NN (Fair),0,19,-1.9545825719833374,0.029721531742595807
Poisson,Softmax NN (Fair),0,20,-1.9547396898269653,0.027799193609860964
Poisson,Softmax NN (Fair),0,21,-1.9528709650039673,0.024770173405000505
Poisson,Softmax NN (Fair),0,22,-1.9527617692947388,0.022659841922410096
Poisson,Softmax NN (Fair),0,23,-1.9516841173171997,0.020874299985057448
Poisson,Softmax NN (Fair),0,24,-1.9514498710632324,0.01998142855016829
Poisson,Softmax NN (Fair),0,25,-1.9511569738388062,0.018194998111885494
Poisson,Softmax NN (Fair),0,26,-1.9504963159561157,0.017070895382278874
Poisson,Softmax NN (Fair),0,27,-1.9494291543960571,0.0157260749646951
Poisson,Softmax NN (Fair),0,28,-1.9495996236801147,0.015718579942044193
Poisson,Softmax NN (Fair),0,29,-1.950169324874878,0.014959356288406575
Poisson,Softmax NN (Fair),0,30,-1.949502944946289,0.013495730423585086
Poisson,Softmax NN (Fair),0,31,-1.950552225112915,0.013597109506528359
Poisson,Softmax NN (Fair),0,32,-1.9494612216949463,0.013893851162260353
Poisson,Softmax NN (Fair),0,33,-1.9473177194595337,0.011281913897366295
Poisson,Softmax NN (Fair),0,34,-1.9483963251113892,0.010989181845979665
Poisson,Softmax NN (Fair),0,35,-1.9483938217163086,0.011557826310197295
Poisson,Softmax NN (Fair),0,36,-1.94839608669281,0.01037149273178945
Poisson,Softmax NN (Fair),0,37,-1.94748854637146,0.009689726801242105
Poisson,Softmax NN (Fair),0,38,-1.9461045265197754,0.00900794501628864
Poisson,Softmax NN (Fair),0,39,-1.9466252326965332,0.009121124378445478
Poisson,Softmax NN (Fair),0,40,-1.9465070962905884,0.009194754380204007
Poisson,Softmax NN (Fair),0,41,-1.9476404190063477,0.00857534029113099
Poisson,Softmax NN (Fair),0,42,-1.9464327096939087,0.00766462618549287
Poisson,Softmax NN (Fair),0,43,-1.9464221000671387,0.007207851197934501
Poisson,Softmax NN (Fair),0,44,-1.9465874433517456,0.007341335042303304
Poisson,Softmax NN (Fair),0,45,-1.9471044540405273,0.006940730863317522
Poisson,Softmax NN (Fair),0,46,-1.9480351209640503,0.006516211269701013
Poisson,Softmax NN (Fair),0,47,-1.9473285675048828,0.006967308267560934
Poisson,Softmax NN (Fair),0,48,-1.946451187133789,0.006629563030206681
Poisson,Softmax NN (Fair),0,49,-1.9460190534591675,0.006123495145507829
Poisson,Softmax NN (Fair),0,50,-1.9456833600997925,0.006048270518784374
Poisson,Softmax NN,0,0,-5.003548622131348,3.6958078304721345
Poisson,Softmax NN,0,1,-3.1474521160125732,1.7594211129774955
Poisson,Softmax NN,0,2,-2.252584218978882,0.6217750474316202
Poisson,Softmax NN,0,3,-2.055384635925293,0.2781849779827333
Poisson,Softmax NN,0,4,-2.005431890487671,0.16006579895327755
Poisson,Softmax NN,0,5,-1.9830517768859863,0.10657857507766547
Poisson,Softmax NN,0,6,-1.9723044633865356,0.07720726617126213
Poisson,Softmax NN,0,7,-1.96541428565979,0.062162255851285986
Poisson,Softmax NN,0,8,-1.9639561176300049,0.047968363537482926
Poisson,Softmax NN,0,9,-1.9579453468322754,0.040392111768375066
Poisson,Softmax NN,0,10,-1.9568315744400024,0.033853244932429714
Poisson,Softmax NN,0,11,-1.9552912712097168,0.029465543573005522
Poisson,Softmax NN,0,12,-1.954012393951416,0.026904981796837285
Poisson,Softmax NN,0,13,-1.9527009725570679,0.02474024393695851
Poisson,Softmax NN,0,14,-1.9524338245391846,0.02021107517638374
Poisson,Softmax NN,0,15,-1.9488115310668945,0.017466731615680388
Poisson,Softmax NN,0,16,-1.9530831575393677,0.01642103049291245
Poisson,Softmax NN,0,17,-1.9475761651992798,0.014116530211549592
Poisson,Softmax NN,0,18,-1.9486027956008911,0.013934167184259499
Poisson,Softmax NN,0,19,-1.9497920274734497,0.012370313675551256
Poisson,Softmax NN,0,20,-1.9486116170883179,0.011940867236252461
Poisson,Softmax NN,0,21,-1.950949788093567,0.011120060595494915
Poisson,Softmax NN,0,22,-1.9481003284454346,0.010199674844416189
Poisson,Softmax NN,0,23,-1.9475480318069458,0.009721654809898457
Poisson,Softmax NN,0,24,-1.9476054906845093,0.00897215638902853
Poisson,Softmax NN,0,25,-1.9500954151153564,0.009527422473064671
Poisson,Softmax NN,0,26,-1.9484577178955078,0.007863395650320772
Poisson,Softmax NN,0,27,-1.9501761198043823,0.00764648976498273
Poisson,Softmax NN,0,28,-1.947946310043335,0.00789306265913485
Poisson,Softmax NN,0,29,-1.9478684663772583,0.007948211984516182
Poisson,Softmax NN,0,30,-1.94490647315979,0.006212105911382666
Poisson,Softmax NN,0,31,-1.9484044313430786,0.006633256895018823
Poisson,Softmax NN,0,32,-1.9457733631134033,0.006160555072014524
Poisson,Softmax NN,0,33,-1.9441118240356445,0.0058083099571260175
Poisson,Softmax NN,0,34,-1.9485002756118774,0.005374679676540527
Poisson,Softmax NN,0,35,-1.9469072818756104,0.005380642431015396
Poisson,Softmax NN,0,36,-1.945858359336853,0.005729664148381101
Poisson,Softmax NN,0,37,-1.9460487365722656,0.005706499315700802
Poisson,Softmax NN,0,38,-1.9514704942703247,0.004754515204483683
Poisson,Softmax NN,0,39,-1.946878433227539,0.004929202885582011
Poisson,Softmax NN,0,40,-1.9458011388778687,0.0040509326979037905
Poisson,Softmax NN,0,41,-1.947970986366272,0.004071582285502486
Poisson,Softmax NN,0,42,-1.946315884590149,0.003777669170181698
Poisson,Softmax NN,0,43,-1.9464738368988037,0.004640433968811136
Poisson,Softmax NN,0,44,-1.9455652236938477,0.004390120807502514
Poisson,Softmax NN,0,45,-1.9479254484176636,0.003639560088695901
Poisson,Softmax NN,0,46,-1.946300745010376,0.004954804445433708
Poisson,Softmax NN,0,47,-1.9458518028259277,0.006045134917064126
Poisson,Softmax NN,0,48,-1.9506539106369019,0.004913326687142841
Poisson,Softmax NN,0,49,-1.9446825981140137,0.0035501382664188262
Poisson,Softmax NN,0,50,-1.9465025663375854,0.0035721546049557874
Poisson,Poisson,1,0,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,1,1,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,1,2,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,1,3,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,1,4,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,1,5,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,1,6,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,1,7,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,1,8,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,1,9,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,1,10,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,1,11,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,1,12,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,1,13,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,1,14,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,1,15,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,1,16,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,1,17,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,1,18,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,1,19,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,1,20,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,1,21,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,1,22,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,1,23,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,1,24,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,1,25,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,1,26,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,1,27,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,1,28,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,1,29,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,1,30,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,1,31,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,1,32,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,1,33,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,1,34,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,1,35,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,1,36,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,1,37,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,1,38,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,1,39,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,1,40,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,1,41,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,1,42,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,1,43,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,1,44,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,1,45,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,1,46,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,1,47,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,1,48,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,1,49,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,1,50,-1.9450294362860059,1.6310513322812111e-06
Poisson,Negative Binomial,1,0,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,1,1,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,1,2,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,1,3,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,1,4,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,1,5,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,1,6,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,1,7,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,1,8,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,1,9,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,1,10,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,1,11,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,1,12,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,1,13,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,1,14,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,1,15,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,1,16,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,1,17,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,1,18,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,1,19,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,1,20,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,1,21,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,1,22,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,1,23,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,1,24,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,1,25,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,1,26,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,1,27,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,1,28,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,1,29,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,1,30,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,1,31,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,1,32,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,1,33,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,1,34,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,1,35,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,1,36,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,1,37,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,1,38,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,1,39,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,1,40,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,1,41,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,1,42,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,1,43,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,1,44,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,1,45,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,1,46,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,1,47,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,1,48,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,1,49,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,1,50,-1.944874230831742,5.765686122145212e-05
Poisson,NSB (Ours),1,0,-2.7482447624206543,0.022434617046743217
Poisson,NSB (Ours),1,1,-1.9557092189788818,0.010311017286030674
Poisson,NSB (Ours),1,2,-1.9497214555740356,0.004471588577069056
Poisson,NSB (Ours),1,3,-1.94351327419281,0.0030462287809021925
Poisson,NSB (Ours),1,4,-1.9439184665679932,0.002889073323098539
Poisson,NSB (Ours),1,5,-1.9451361894607544,0.0009680799358958694
Poisson,NSB (Ours),1,6,-1.9435994625091553,0.002778060390890541
Poisson,NSB (Ours),1,7,-1.9464013576507568,0.0070856989885598465
Poisson,NSB (Ours),1,8,-1.9572275876998901,0.003561991149535924
Poisson,NSB (Ours),1,9,-1.9469646215438843,0.0014996720747371185
Poisson,NSB (Ours),1,10,-1.9491162300109863,0.003963689258548056
Poisson,NSB (Ours),1,11,-1.9500646591186523,0.005674534245391027
Poisson,NSB (Ours),1,12,-1.9471381902694702,0.005533353869593308
Poisson,NSB (Ours),1,13,-1.9516253471374512,0.0024049771446249288
Poisson,NSB (Ours),1,14,-1.948284387588501,0.00205513100169217
Poisson,NSB (Ours),1,15,-1.9469118118286133,0.0012669904551222497
Poisson,NSB (Ours),1,16,-1.9468032121658325,0.00044757673777959446
Poisson,NSB (Ours),1,17,-1.9494110345840454,0.007641334908238139
Poisson,NSB (Ours),1,18,-1.946679949760437,0.0006323286613434268
Poisson,NSB (Ours),1,19,-1.9489171504974365,0.0002474838743758902
Poisson,NSB (Ours),1,20,-1.9476667642593384,0.001996989611301108
Poisson,NSB (Ours),1,21,-1.944866418838501,0.0015948068275797407
Poisson,NSB (Ours),1,22,-1.9484961032867432,0.0013152565948316396
Poisson,NSB (Ours),1,23,-1.9476511478424072,0.0022050046927764846
